id,nItems,mostFreqStore,mostFreqCat,nCats,preferredBrand,nBrands,nPurch,salesLast3Mon,salesThisMon,daysSinceLastPurch,meanItemPrice,meanShoppingCartValue,customerDuration
2867,18,Columbus,Baby,11,Akar,13,5,615.44,516.94,8,34.19111111,123.088,738
2868,121,Jersey,Alcohol,30,Veina,66,30,1245.3,528.41,1,10.29173554,41.51,853
2869,308,Boston,Clothes,48,Bo,119,23,1642.07,774.87,3,5.331396104,71.39434783,722
2870,73,Boston,Baby,33,Veina,55,8,1328.21,678.39,21,18.19465753,166.02625,762
2871,252,Columbus,Alcohol,37,Bo,103,29,1494.06,788.8,2,5.928809524,51.51931034,857
2872,66,ColoradoSprings,Beverages,25,Bo,46,14,1070.97,593.49,9,16.22681818,76.49785714,727
2873,99,Columbus,Alcohol,29,Nilima,49,31,1154.8,560.7,2,11.66464646,37.2516129,604
2874,34,Columbus,Alcohol,13,Veina,23,9,899.97,408.03,1,26.46970588,99.99666667,605
2875,69,Orlando,Pets,33,Nilima,50,20,979.86,501.79,4,14.20086957,48.993,680
2876,486,Denver,Alcohol,57,Bo,120,25,1661.77,714.68,1,3.419279835,66.4708,728
2877,36,ColoradoSprings,Shoes,19,Nilima,24,8,721.84,345.72,2,20.05111111,90.23,353
2878,217,Seattle,Shoes,50,Bo,108,21,1370.78,516.47,2,6.316958525,65.2752381,535
2879,36,Denver,Baby,18,Bo,30,4,788.18,678.5,4,21.89388889,197.045,1026
2880,204,Boston,Pets,41,Bo,67,13,1273.19,522.16,3,6.241127451,97.93769231,555
2881,253,Honolulu,Shoes,44,Bo,123,40,1436.94,727.37,2,5.679604743,35.9235,648
2882,216,Columbus,Baby,41,Bo,85,34,1342.98,580.63,2,6.2175,39.49941176,612
2883,331,Boston,Frozenfood,46,Bo,139,16,1635.48,734.12,7,4.94102719,102.2175,499
2884,144,SanDiego,Packagedfood,31,Bo,73,12,1471.63,670.52,2,10.21965278,122.6358333,728
2885,186,Columbus,Alcohol,42,Nilima,88,14,1441.63,635.96,4,7.750698925,102.9735714,649
2886,96,Columbus,Baby,27,Veina,54,27,1058.89,556.94,2,11.03010417,39.21814815,630
2887,72,Boston,Packagedfood,24,Veina,44,5,1135.7,527.32,12,15.77361111,227.14,618
2888,110,ColoradoSprings,Frozenfood,33,Bo,61,15,1237.24,457.09,1,11.24763636,82.48266667,750
2889,432,Jersey,Packagedfood,51,Veina,142,51,1805.9,822.99,1,4.180324074,35.40980392,595
2890,195,Jersey,Alcohol,50,Bo,104,26,1344.68,659.85,2,6.895794872,51.71846154,692
2891,58,Columbus,Freshfood,21,Bo,39,14,970.99,451.91,5,16.7412069,69.35642857,594
2892,97,SanDiego,Baby,31,Veina,60,5,1149.36,433.42,16,11.84907216,229.872,624
2894,322,Orlando,Alcohol,57,Nilima,138,28,1708.57,706.7,3,5.306118012,61.02035714,529
2895,360,Boston,Shoes,62,Bo,193,41,1823.7,721.27,3,5.065833333,44.4804878,792
2896,384,Denver,Baby,52,Bo,156,28,1698.19,863.95,1,4.422369792,60.64964286,928
2897,89,Columbus,Shoes,18,Nilima,41,14,1109.54,537.84,8,12.46674157,79.25285714,585
2898,267,Seattle,Bakery,47,Bo,128,42,1656.57,867.09,1,6.204382022,39.44214286,793
2899,212,Orlando,Alcohol,45,Bo,108,20,1355.58,695.57,4,6.394245283,67.779,648
2900,192,Boston,Frozenfood,39,Bo,103,40,1549.97,832.86,3,8.072760417,38.74925,875
2901,219,Boston,Baby,54,Bo,113,9,1550.24,796.14,6,7.078721461,172.2488889,696
2902,179,ColoradoSprings,Alcohol,43,Bo,84,26,1366.02,611,2,7.631396648,52.53923077,708
2903,65,Columbus,Shoes,24,Bo,30,16,900.97,614.33,15,13.86107692,56.310625,756
2904,298,Seattle,Baby,54,Bo,131,29,1723.36,753.4,1,5.783087248,59.4262069,703
2905,152,Seattle,Baby,31,Bo,48,28,1764.47,852.05,2,11.60835526,63.01678571,1051
2907,33,Seattle,Alcohol,17,Veina,22,15,821.49,524.4,1,24.89363636,54.766,843
2909,115,Orlando,Alcohol,33,Bo,57,13,1243.02,611.87,4,10.80886957,95.61692308,699
2910,241,Columbus,Baby,39,Bo,98,30,1370.21,733.62,7,5.685518672,45.67366667,726
2911,186,Seattle,Frozenfood,38,Bo,65,17,1368.56,632.14,2,7.357849462,80.50352941,739
2912,83,Jersey,Frozenfood,24,Akar,43,11,1288.02,495.45,2,15.51831325,117.0927273,430
2913,162,Orlando,Packagedfood,44,Bo,80,27,1317.53,567.93,12,8.132901235,48.79740741,587
2914,231,ColoradoSprings,Baby,44,Nilima,87,14,1377.71,518.78,3,5.964112554,98.40785714,629
2915,198,SanDiego,Bakery,45,Bo,107,14,1635.73,640.44,3,8.261262626,116.8378571,559
2916,355,Orlando,Alcohol,51,Bo,165,16,1710.93,806.74,15,4.819521127,106.933125,448
2917,178,Seattle,Baby,45,Bo,102,13,1372.98,732.56,9,7.713370787,105.6138462,681
2918,303,Boston,Shoes,48,Bo,127,47,1713.68,622.02,1,5.655709571,36.4612766,572
2920,30,Columbus,Shoes,17,Veina,23,5,864.24,563.52,24,28.808,172.848,611
2921,327,Seattle,Frozenfood,46,Bo,125,57,1759.54,754.61,5,5.380856269,30.86912281,647
2922,167,Honolulu,Baby,46,Veina,112,23,1345.79,591.17,8,8.058622754,58.5126087,539
2924,65,ColoradoSprings,Packagedfood,23,Bo,41,12,846.43,88.37,6,13.022,70.53583333,374
2925,138,Boston,Bakery,42,Bo,89,19,1309.34,529.61,2,9.487971014,68.91263158,589
2927,113,Seattle,Bakery,34,Nilima,63,23,1281.74,516.86,3,11.34283186,55.72782609,570
2928,167,Boston,Shoes,40,Bo,83,8,1386.31,640.33,7,8.301257485,173.28875,573
2929,216,Honolulu,Baby,35,Nilima,65,32,1362.13,586.5,1,6.306157407,42.5665625,620
2930,80,Seattle,Packagedfood,26,Veina,55,6,1030.79,518.84,5,12.884875,171.7983333,795
2931,166,Columbus,Alcohol,32,Nilima,53,20,1395.69,649.17,3,8.407771084,69.7845,608
2932,248,Denver,Pets,38,Bo,55,30,1661.47,788.52,4,6.699475806,55.38233333,735
2933,203,Seattle,Alcohol,47,Bo,103,17,1452.39,559.11,1,7.154630542,85.43470588,491
2934,157,Seattle,Shoes,29,Nilima,56,18,1425.35,509.29,2,9.07866242,79.18611111,570
2935,315,Boston,Alcohol,46,Bo,102,16,1484.91,584.4,2,4.714,92.806875,476
2936,93,Jersey,Alcohol,31,Bo,51,16,1130.48,455.57,15,12.15569892,70.655,476
2937,79,Seattle,Baby,24,Nilima,37,26,993.89,571.19,2,12.58088608,38.22653846,922
2938,254,Jersey,Beverages,41,Nilima,114,24,1539.28,712.2,2,6.06015748,64.13666667,569
2940,362,Boston,Baby,50,Medeia,140,27,1932.12,865.37,9,5.337348066,71.56,722
2941,354,Boston,Shoes,51,Veina,136,33,1787.4,886.89,2,5.049152542,54.16363636,745
2942,201,Seattle,Alcohol,50,Bo,120,18,1437.32,509.83,6,7.150845771,79.85111111,404
2943,334,ColoradoSprings,Packagedfood,51,Bo,121,27,1865.81,717.34,7,5.586257485,69.10407407,445
2944,218,Columbus,Shoes,44,Bo,98,18,1552.05,836.73,7,7.119495413,86.225,727
2945,125,Stockton,Freshfood,32,Veina,76,24,1177.63,329.33,5,9.42104,49.06791667,683
2946,3,ColoradoSprings,Alcohol,3,Nilima,3,1,356.02,363.68,5,118.6733333,356.02,639
2947,19,Seattle,Packagedfood,9,Veina,15,6,957.99,525.85,10,50.42052632,159.665,645
2948,90,Boston,Clothes,25,Veina,33,12,1252.49,618.29,5,13.91655556,104.3741667,617
2949,145,Seattle,Baby,43,Bo,73,19,1402.51,516.93,10,9.672482759,73.81631579,626
2950,84,ColoradoSprings,Alcohol,27,Nilima,49,14,1077.79,628.39,2,12.83083333,76.985,682
2951,267,Columbus,Alcohol,55,Bo,128,16,1753.41,826.71,1,6.567078652,109.588125,658
2953,110,Boston,Packagedfood,28,Katram,49,50,1016.61,438.97,1,9.241909091,20.3322,800
2954,188,Boston,Alcohol,45,Bo,114,29,1284.3,482.17,2,6.831382979,44.2862069,656
2955,183,Orlando,Freshfood,31,Veina,50,14,1430.16,662.31,2,7.815081967,102.1542857,695
2956,56,Seattle,Baby,24,Veina,31,14,976.05,343.24,2,17.42946429,69.71785714,537
2957,158,Columbus,Pets,39,Veina,97,9,1421.48,518.85,23,8.996708861,157.9422222,488
2958,63,Columbus,Alcohol,23,Bo,37,15,1008.19,580.64,3,16.00301587,67.21266667,777
2959,121,Columbus,Shoes,37,Bo,61,20,1220.57,535.05,6,10.08735537,61.0285,501
2960,295,Jersey,Baby,45,Veina,132,12,1617.65,558.97,10,5.483559322,134.8041667,431
2961,160,Denver,Alcohol,40,Nilima,75,21,1392.21,692.11,2,8.7013125,66.29571429,926
2962,18,Honolulu,Frozenfood,13,Bo,12,6,810.7,548.04,2,45.03888889,135.1166667,651
2963,234,Seattle,Shoes,42,Bo,113,25,1523.05,417.23,8,6.508760684,60.922,348
2964,225,Honolulu,Frozenfood,44,Bo,99,21,1466.93,677.68,2,6.519688889,69.85380952,648
2966,154,Columbus,Frozenfood,41,Bo,78,22,1333.84,699.72,1,8.661298701,60.62909091,595
2967,115,Seattle,Packagedfood,37,Bo,73,11,1216.06,442.1,10,10.57443478,110.5509091,523
2968,392,Honolulu,Shoes,53,Bo,166,18,1693.42,845.76,1,4.31994898,94.07888889,667
2969,153,Seattle,Bakery,38,Bo,79,24,1393.68,741.06,1,9.109019608,58.07,794
2970,426,Seattle,Alcohol,60,Bo,208,40,1953.73,793.72,2,4.586220657,48.84325,663
2971,104,Columbus,Baby,24,Bo,51,23,1307.72,612.23,3,12.57423077,56.8573913,574
2972,130,Seattle,Alcohol,32,Bo,81,16,1182.26,465.53,1,9.094307692,73.89125,640
2973,40,Orlando,Packagedfood,19,Veina,30,10,845.99,344.2,2,21.14975,84.599,528
2974,112,Jersey,Packagedfood,32,Veina,70,8,1304.92,584.53,2,11.65107143,163.115,621
2975,93,Seattle,Baby,28,Bo,48,12,1055.71,533.61,4,11.35172043,87.97583333,552
2976,161,Boston,Bakery,35,Bo,93,35,1521.74,656.07,3,9.451801242,43.47828571,733
2977,120,Honolulu,Shoes,37,Nilima,69,21,1085.76,484.64,1,9.048,51.70285714,685
2978,151,Columbus,Clothes,41,Bo,90,28,1331.91,561.2,9,8.820596026,47.56821429,633
2979,62,Seattle,Shoes,24,Nilima,35,8,1042.37,511.05,20,16.81241935,130.29625,615
2980,173,ColoradoSprings,Shoes,44,Bo,78,24,1236.24,299,3,7.145895954,51.51,406
2981,83,Honolulu,Baby,33,Veina,58,14,986.35,570.97,21,11.88373494,70.45357143,834
2982,565,Seattle,Alcohol,65,Bo,234,33,2110.58,1126.73,2,3.735539823,63.9569697,900
2983,152,Columbus,Packagedfood,28,Nilima,46,40,1200.36,618.5,2,7.897105263,30.009,653
2984,266,Seattle,Shoes,51,Bo,116,21,1617.87,737.52,2,6.082218045,77.04142857,741
2985,116,Columbus,Shoes,29,Veina,58,29,1057.1,461.5,2,9.112931034,36.45172414,652
2986,230,Seattle,Frozenfood,52,Bo,78,38,1489.01,802.18,1,6.473956522,39.18447368,777
2987,390,Seattle,Alcohol,48,Bo,157,16,1762.04,637.37,4,4.518051282,110.1275,543
2988,159,Honolulu,Packagedfood,38,Bo,66,16,1333.12,304.74,5,8.384402516,83.32,241
2989,497,Seattle,Alcohol,51,Bo,146,37,1606.18,746.02,2,3.231750503,43.41027027,777
2990,98,Honolulu,Baby,36,Nilima,75,10,1153.32,456.29,13,11.76857143,115.332,677
2991,23,SanDiego,Baby,13,Veina,21,2,876.3,500.4,23,38.1,438.15,585
2992,18,Orlando,Baby,13,Veina,17,4,657.79,613.73,4,36.54388889,164.4475,1077
2993,304,Honolulu,Shoes,53,Nilima,138,46,1599.72,868.33,2,5.262236842,34.77652174,984
2994,183,Boston,Packagedfood,42,Bo,91,9,1293.18,600.96,9,7.066557377,143.6866667,798
2995,130,Honolulu,Pets,48,Bo,86,15,1219.26,274.88,3,9.378923077,81.284,235
2996,24,Columbus,Frozenfood,15,Bo,16,13,784.56,240.67,1,32.69,60.35076923,450
2997,54,Seattle,Shoes,21,Nilima,34,8,893.47,517.01,25,16.54574074,111.68375,682
2998,378,SanDiego,Shoes,53,Bo,155,40,1670.87,820.12,1,4.420291005,41.77175,762
2999,198,Columbus,Baby,30,Bo,61,17,1601.55,828.03,3,8.088636364,94.20882353,708
3000,59,Denver,Clothes,19,Medeia,34,7,961.25,367.59,10,16.29237288,137.3214286,387
3002,136,Boston,Clothes,14,Veina,22,14,1284.67,673.66,2,9.446102941,91.76214286,752
3003,25,Denver,Baby,15,Veina,16,5,932.39,456.35,11,37.2956,186.478,509
3004,240,Columbus,Packagedfood,48,Bo,119,31,1662.16,874.67,2,6.925666667,53.61806452,655
3005,61,Seattle,Frozenfood,17,Bo,25,14,999.43,373.39,3,16.38409836,71.38785714,672
3006,20,Seattle,Bakery,11,Bo,14,9,808.88,533.02,1,40.444,89.87555556,813
3007,84,Columbus,Alcohol,25,Bo,44,6,1063.37,737.46,27,12.65916667,177.2283333,818
3008,149,Boston,Packagedfood,21,Veina,40,33,1412.58,529.06,2,9.480402685,42.80545455,551
3009,22,Orlando,Baby,14,Nilima,20,2,745.92,609.86,27,33.90545455,372.96,839
3010,204,SanDiego,Frozenfood,42,Medeia,100,28,1499.58,659.59,1,7.350882353,53.55642857,685
3011,175,Boston,Clothes,32,Bo,57,9,1419.79,596.8,1,8.113085714,157.7544444,595
3012,18,Boston,Shoes,12,Alekto,18,4,731.53,176.3,4,40.64055556,182.8825,481
3013,484,Orlando,Freshfood,53,Bo,182,36,1679.14,697.32,2,3.469297521,46.64277778,536
3014,342,Columbus,Shoes,52,Bo,116,56,1682.54,775.36,1,4.919707602,30.04535714,770
3015,469,Orlando,Alcohol,56,Nilima,146,33,1931.91,797.43,3,4.119211087,58.54272727,423
3016,150,Seattle,Shoes,44,Bo,86,24,1392.53,679.84,2,9.283533333,58.02208333,497
3017,125,Columbus,Alcohol,35,Bo,68,19,1170.22,671.04,1,9.36176,61.59052632,897
3018,304,Columbus,Freshfood,39,Bo,121,31,1682.78,789.79,3,5.535460526,54.28322581,583
3019,125,Boston,Alcohol,31,Bo,61,4,1211.48,727.28,15,9.69184,302.87,872
3020,24,SanDiego,Baby,13,Bo,17,8,582.13,532.19,14,24.25541667,72.76625,1075
3021,145,Orlando,Freshfood,35,Bo,53,21,1319.24,610.05,1,9.098206897,62.82095238,541
3022,451,Denver,Pets,58,Bo,199,16,2026.75,697.58,2,4.493902439,126.671875,390
3024,86,Columbus,Shoes,30,Bo,42,18,1061.81,447.73,2,12.34662791,58.98944444,596
3025,149,Seattle,Frozenfood,25,Alekto,63,15,1416.52,509.58,7,9.506845638,94.43466667,378
3026,515,Columbus,Beverages,60,Bo,225,34,2055.3,932.4,1,3.990873786,60.45,558
3027,311,Honolulu,Alcohol,46,Bo,137,17,1814.74,612.53,3,5.835176849,106.7494118,331
3028,124,Boston,Packagedfood,23,Bo,45,16,1227.2,614.46,3,9.896774194,76.7,722
3029,43,Columbus,Bakery,12,Bo,16,21,842.41,305.38,5,19.59093023,40.1147619,585
3030,24,Orlando,Alcohol,10,Nilima,18,12,816.93,578.47,6,34.03875,68.0775,680
3031,424,Columbus,Alcohol,59,Bo,158,39,1830.01,789.84,2,4.316061321,46.92333333,492
3032,274,Honolulu,Alcohol,47,Bo,142,12,1403.82,702.94,4,5.123430657,116.985,687
3033,110,Honolulu,Alcohol,35,Bo,66,14,1114.42,460.2,1,10.13109091,79.60142857,611
3034,298,Columbus,Shoes,48,Bo,124,24,1563.79,629.95,1,5.24761745,65.15791667,731
3035,217,ColoradoSprings,Packagedfood,41,Bo,107,25,1405.57,485.4,5,6.477281106,56.2228,476
3036,196,Jersey,Frozenfood,48,Bo,92,11,1347.83,442.63,2,6.876683673,122.53,245
3038,139,Jersey,Packagedfood,39,Bo,70,12,1260.86,517.65,1,9.070935252,105.0716667,715
3039,155,Denver,Frozenfood,41,Medeia,72,9,1370.03,705.59,2,8.838903226,152.2255556,719
3040,108,Jersey,Clothes,30,Veina,52,13,1289.29,578.79,10,11.93787037,99.17615385,674
3041,64,Columbus,Shoes,23,Nilima,33,16,834.32,463.12,2,13.03625,52.145,710
3042,24,Seattle,Baby,15,Bo,21,8,734.21,329.61,27,30.59208333,91.77625,587
3043,603,Columbus,Alcohol,59,Bo,199,25,2009.19,883.69,2,3.33199005,80.3676,745
3044,170,Honolulu,Beverages,46,Nilima,73,12,1353.07,842.67,31,7.959235294,112.7558333,1071
3045,250,Jersey,Alcohol,42,Nilima,103,18,1598.53,707.92,2,6.39412,88.80722222,760
3046,571,Seattle,Alcohol,55,Bo,216,46,2044.27,878.27,1,3.580157618,44.44065217,716
3047,313,SanDiego,Shoes,47,Nilima,147,29,1697.16,623.61,5,5.422236422,58.52275862,531
3048,263,Orlando,Frozenfood,46,Bo,125,34,1808.25,911.7,3,6.875475285,53.18382353,741
3049,140,ColoradoSprings,Alcohol,35,Bo,44,15,1217.14,655.65,5,8.693857143,81.14266667,935
3050,182,SanDiego,Packagedfood,39,Bo,85,32,1289.28,655.22,1,7.083956044,40.29,611
3051,263,Honolulu,Alcohol,46,Bo,113,22,1645.63,762.33,1,6.257148289,74.80136364,648
3052,197,ColoradoSprings,Alcohol,45,Bo,96,22,1225.29,609.75,4,6.219746193,55.695,849
3053,48,ColoradoSprings,Baby,24,Bo,30,8,861.68,465.81,13,17.95166667,107.71,762
3054,421,Seattle,Alcohol,47,Bo,117,18,1710.24,790.37,2,4.062327791,95.01333333,607
3055,55,Seattle,Packagedfood,22,Bo,34,19,1299.1,799.38,1,23.62,68.37368421,995
3056,91,Denver,Clothes,31,Bo,51,13,1149.97,481.7,2,12.63703297,88.45923077,632
3057,146,Jersey,Frozenfood,37,Veina,75,13,1374.32,630.48,5,9.413150685,105.7169231,414
3058,246,Orlando,Alcohol,43,Moone,131,24,1528.55,681.44,1,6.213617886,63.68958333,721
3059,151,SanDiego,Alcohol,33,Nilima,69,18,1394.11,713.17,6,9.232516556,77.45055556,927
3060,20,Columbus,Clothes,10,Nilima,15,5,737.86,494.38,27,36.893,147.572,646
3061,6,Honolulu,Baby,6,Veina,6,1,389.14,205.36,18,64.85666667,389.14,615
3062,148,ColoradoSprings,Baby,35,Bo,67,24,1246.68,775.4,8,8.423513514,51.945,787
3063,134,Jersey,Packagedfood,42,Bo,82,17,1320.38,663.81,12,9.85358209,77.66941176,606
3064,59,Seattle,Alcohol,23,Bo,26,15,959.6,621.74,2,16.26440678,63.97333333,798
3065,72,Seattle,Shoes,28,Bo,39,13,1042.01,352.82,5,14.47236111,80.15461538,506
3066,22,Jersey,Shoes,15,Veina,20,5,693.98,288.17,29,31.54454545,138.796,377
3067,239,ColoradoSprings,Baby,42,Alekto,88,62,1755.65,723.98,2,7.3458159,28.31693548,569
3068,46,Jersey,Alcohol,26,Bo,33,3,1056.68,485.69,29,22.97130435,352.2266667,758
3069,72,SanDiego,Alcohol,31,Alekto,58,4,1053.07,409.54,37,14.62597222,263.2675,326
3070,141,Honolulu,Baby,48,Nilima,80,25,1319.89,689.4,2,9.360921986,52.7956,774
3071,229,Seattle,Packagedfood,44,Bo,108,26,1547.06,759.26,1,6.755720524,59.50230769,596
3072,147,Honolulu,Packagedfood,31,Bo,67,14,1284.56,514.6,1,8.738503401,91.75428571,679
3073,69,Seattle,Baby,32,Medeia,53,8,1098.81,668.96,6,15.92478261,137.35125,710
3074,122,Honolulu,Beverages,25,Akar,54,31,1255.53,646.48,8,10.29122951,40.50096774,760
3075,419,Seattle,Packagedfood,51,Bo,165,40,1892.12,910.18,3,4.515799523,47.303,702
3076,273,Denver,Frozenfood,55,Bo,121,51,1533.08,737.32,5,5.615677656,30.06039216,650
3077,348,Columbus,Alcohol,57,Bo,149,35,1774.15,724.09,2,5.098132184,50.69,542
3078,359,Boston,Alcohol,49,Bo,130,56,1741.86,776.61,4,4.851977716,31.10464286,645
3079,81,Columbus,Beverages,30,Nilima,53,17,1015.32,441.13,3,12.53481481,59.72470588,723
3080,88,Columbus,Packagedfood,23,Bo,50,17,1046.89,815.15,5,11.89647727,61.58176471,993
3081,80,Columbus,Beverages,24,Veina,48,8,1099.95,582.69,3,13.749375,137.49375,694
3082,477,Seattle,Packagedfood,57,Bo,156,56,2035.08,978.08,3,4.266415094,36.34071429,668
3083,478,Honolulu,Alcohol,64,Bo,204,47,1833.56,825.93,1,3.835899582,39.01191489,776
3084,126,Boston,Alcohol,43,Bo,72,17,1225.86,623.76,1,9.729047619,72.10941176,819
3085,193,ColoradoSprings,Frozenfood,43,Bo,83,15,1247.08,569.42,27,6.461554404,83.13866667,790
3086,81,ColoradoSprings,Beverages,26,Bo,48,6,1054.95,678.68,10,13.02407407,175.825,737
3087,2,Denver,Shoes,2,Veina,2,2,444.37,493.95,7,222.185,222.185,687
3088,265,SanDiego,Shoes,46,Alekto,121,40,1416.81,641.74,3,5.34645283,35.42025,748
3089,289,Columbus,Packagedfood,42,Bo,125,45,1696.86,818.05,2,5.871487889,37.708,622
3090,61,Columbus,Packagedfood,24,Nilima,42,16,940.78,270.85,18,15.42262295,58.79875,466
3091,577,Columbus,Shoes,58,Bo,221,47,1857.39,669.75,2,3.219046794,39.51893617,319
3092,131,Boston,Shoes,36,Nilima,61,22,1226.21,683.23,11,9.360381679,55.73681818,791
3093,106,Denver,Shoes,32,Nilima,58,14,1035.99,469.07,7,9.773490566,73.99928571,672
3094,163,Columbus,Baby,43,Bo,76,30,1356.76,782.98,5,8.323680982,45.22533333,741
3095,65,Orlando,Alcohol,31,Bo,39,19,978.01,476.9,2,15.04630769,51.47421053,671
3097,178,Columbus,Baby,47,Bo,106,18,1344.61,691.59,1,7.553988764,74.70055556,804
3098,275,ColoradoSprings,Alcohol,50,Bo,123,12,1663.79,803.73,7,6.050145455,138.6491667,793
3099,261,Seattle,Frozenfood,42,Bo,97,13,1599.82,846.44,3,6.129578544,123.0630769,658
3100,374,Seattle,Frozenfood,42,Bo,81,57,1789.66,785.3,1,4.785187166,31.39754386,629
3101,119,Honolulu,Frozenfood,36,Nilima,52,8,1258.38,890.97,16,10.57462185,157.2975,906
3102,137,ColoradoSprings,Bakery,32,Bo,62,27,1347.2,639.43,1,9.833576642,49.8962963,706
3103,370,ColoradoSprings,Packagedfood,44,Bo,95,51,1471.91,750.52,1,3.978135135,28.86098039,659
3104,233,Columbus,Alcohol,45,Bo,112,23,1518.68,639.7,2,6.517939914,66.02956522,625
3105,109,Columbus,Packagedfood,26,Bo,61,22,1085.5,492.64,1,9.958715596,49.34090909,715
3106,199,Denver,Alcohol,34,Bo,85,9,1339.81,666.41,6,6.732713568,148.8677778,747
3107,122,Seattle,Bakery,37,Bo,76,18,1440.03,851.29,16,11.80352459,80.00166667,864
3108,17,Columbus,Packagedfood,11,Veina,16,6,576.63,218.77,13,33.91941176,96.105,441
3109,55,Orlando,Frozenfood,24,Bo,34,9,969.62,283.73,9,17.62945455,107.7355556,554
3110,294,Columbus,Alcohol,53,Bo,125,28,1524.6,726.72,1,5.185714286,54.45,679
3111,90,Columbus,Shoes,37,Medeia,54,25,1206.15,642.27,1,13.40166667,48.246,567
3112,222,ColoradoSprings,Alcohol,49,Bo,99,36,1425.38,586.93,3,6.420630631,39.59388889,639
3113,709,Seattle,Alcohol,64,Bo,240,61,2217.36,1124.46,2,3.127447109,36.35016393,794
3114,246,ColoradoSprings,Packagedfood,34,Veina,85,60,1328.8,712.52,2,5.401626016,22.14666667,529
3115,378,Boston,Bakery,40,Veina,107,58,2061.71,897.71,1,5.454259259,35.54672414,444
3116,328,Columbus,Alcohol,50,Bo,116,30,1507.61,597.39,2,4.596371951,50.25366667,506
3117,217,Seattle,Clothes,39,Veina,58,20,1497.89,747.36,1,6.902718894,74.8945,511
3118,186,SanDiego,Bakery,40,Bo,86,13,1461.48,644.42,3,7.857419355,112.4215385,438
3119,157,Honolulu,Frozenfood,49,Bo,87,14,1206.12,475.69,4,7.682292994,86.15142857,673
3120,300,Jersey,Alcohol,53,Bo,157,11,1687.95,838.78,3,5.6265,153.45,729
3121,20,Boston,Baby,13,Moone,15,1,634.2,497.8,34,31.71,634.2,655
3122,49,ColoradoSprings,Pets,27,Nilima,36,11,933.24,184.4,7,19.04571429,84.84,275
3123,142,Honolulu,Alcohol,38,Bo,80,16,1233.79,516.27,2,8.688661972,77.111875,648
3124,115,Denver,Beverages,27,Bo,63,16,1364.4,723.9,3,11.86434783,85.275,731
3125,123,ColoradoSprings,Beverages,32,Bo,43,22,1327.63,563.39,6,10.79373984,60.34681818,669
3126,113,Columbus,Packagedfood,32,Bo,58,18,1037.54,482.06,5,9.181769912,57.64111111,563
3127,185,Boston,Packagedfood,36,Bo,80,6,1385.67,601.28,22,7.490108108,230.945,532
3128,87,Orlando,Frozenfood,25,Veina,43,14,1138.15,579.77,10,13.08218391,81.29642857,774
3129,61,Seattle,Bakery,16,Bo,30,22,1279.13,463.93,4,20.96934426,58.14227273,650
3130,47,Seattle,Alcohol,18,Bo,32,10,938.33,324.37,18,19.96446809,93.833,511
3131,168,ColoradoSprings,Baby,40,Bo,79,19,1385.74,497.44,8,8.248452381,72.93368421,429
3132,133,Seattle,Alcohol,39,Bo,67,33,1240.7,609.16,2,9.328571429,37.5969697,558
3133,44,ColoradoSprings,Shoes,24,Bo,24,4,935.47,621.96,11,21.26068182,233.8675,890
3134,143,Columbus,Alcohol,41,Bo,80,17,1241.91,619.44,2,8.684685315,73.05352941,721
3136,56,Boston,Alcohol,27,Bo,34,10,749.18,372.48,3,13.37821429,74.918,544
3138,378,Columbus,Freshfood,50,Bo,120,54,1770.83,757.95,1,4.68473545,32.79314815,579
3139,180,Orlando,Baby,40,Bo,102,20,1475.12,528.91,9,8.195111111,73.756,588
3140,43,Columbus,Alcohol,22,Bo,26,16,861.4,347.93,23,20.03255814,53.8375,690
3141,90,Denver,Packagedfood,28,Alekto,47,22,1085.42,333.01,4,12.06022222,49.33727273,528
3142,251,ColoradoSprings,Alcohol,43,Bo,131,43,1552.87,663.53,2,6.186733068,36.11325581,725
3143,364,Jersey,Alcohol,49,Bo,137,9,1842.96,971.39,6,5.063076923,204.7733333,872
3144,124,ColoradoSprings,Shoes,32,Nilima,70,23,1192.23,512.31,1,9.614758065,51.83608696,560
3145,33,Boston,Shoes,16,Bo,18,10,767.95,405.91,1,23.27121212,76.795,743
3146,260,Boston,Baby,51,Bo,112,27,1468.18,821.04,10,5.646846154,54.37703704,737
3147,205,Boston,Frozenfood,49,Bo,111,30,1542.36,651.39,7,7.523707317,51.412,600
3148,245,Denver,Frozenfood,45,Bo,112,10,1570.52,850.39,5,6.410285714,157.052,760
3149,58,Columbus,Beverages,27,Medeia,32,16,942.53,566.5,1,16.25051724,58.908125,531
3150,10,Orlando,Baby,8,Veina,8,5,457.11,334.57,3,45.711,91.422,597
3152,173,Boston,Bakery,35,Nilima,74,27,1634.59,801.14,2,9.44849711,60.54037037,774
3153,51,SanDiego,Frozenfood,21,Bo,31,5,845.38,582.27,1,16.57607843,169.076,522
3154,57,Seattle,Baby,23,Nilima,39,5,1034.69,427.54,7,18.15245614,206.938,588
3155,52,SanDiego,Alcohol,25,Medeia,34,13,884.21,360.6,4,17.00403846,68.01615385,685
3156,42,Orlando,Baby,16,Veina,24,11,753.6,388.06,1,17.94285714,68.50909091,630
3157,123,Orlando,Bakery,32,Nilima,60,26,1248.52,702.93,1,10.15056911,48.02,666
3158,73,ColoradoSprings,Shoes,33,Bo,33,6,1066.06,426.53,12,14.60356164,177.6766667,772
